car_park_no,address,latitude,longitude,car_park_type,type_of_parking_system,short_term_parking,free_parking,night_parking,car_park_decks,gantry_height,car_park_basement,normal_hours,other_hours
TWM3,BLK 160A JALAN TECK WHYE,1.380388916,103.7573167,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,0.6,0.6
TWM4,BLK 165 TECK WHYE CRESCENT,1.382920778,103.7539445,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N,0.6,0.6
TWM5,BLK 153 JALAN TECK WHYE,1.379048454,103.7586215,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,1,2.15,N,0.6,0.6
TW1,BLK 25/26 TECK WHYE LANE,1.377688149,103.7551592,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,0,N,0.6,0.6
TW2,BLK 15-20 TECK WHYE LANE,1.378749975,103.7544749,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,0.6,0.6
TW3,BLK 8/11 TECK WHYE LANE,1.380330069,103.754505,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N,0.6,0.6
TW4,BLK 1/7 TECK WHYE AVENUE,1.382072511,103.7530985,SURFACE CAR PARK,ELECTRONIC PARKING,NO,SUN & PH FR 7AM-10.30PM,YES,0,0,N,0.6,0.6
TY1,BLK 1A TOH YI DRIVE,1.33903678,103.7743871,MULTI-STOREY CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,8,1.9,N,0.6,0.6
TY2,BLK 1/19 TOH YI DRIVE,1.338476281,103.773653,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,NO,NO,0,4.5,N,0.6,0.6
TY3T,BLK 17/18 TOH YI DRIVE,1.34011605,103.7723911,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,NO,YES,0,0,N,0.6,0.6
TY4,BLK 21 TOH YI DRIVE,1.33846289,103.7719712,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,NO,NO,0,2.5,N,0.6,0.6
T1,BLK 101/108 TAMPINES ST 11,1.347570958,103.9469426,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N,0.6,0.6
T11,BLK 149/151 TAMPINES STREET 12,1.350826206,103.943317,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,0,0,N,0.6,0.6
T12,BLK 156/160 TAMPINES STREET 12,1.35108601,103.9457646,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,0,0,N,0.6,0.6
T13,BLK 161/166 TAMPINES STREET 12,1.349023987,103.9457387,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N,0.6,0.6
T15,BLK 201A/201C TAMPINES STREET 21,1.353207564,103.9527616,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,0,N,0.6,0.6
T16,BLK 202/205 TAMPINES STREET 21,1.352550051,103.9523121,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,0,N,0.6,0.6
T17,BLK 201D/209/208A TAMPINES STREET 21,1.351983646,103.9532687,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,4.5,N,0.6,0.6
T18,BLK 201E TAMPINES STREET 21,1.353185903,103.9539394,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,0,N,0.6,0.6
T19,BLK 210/230 TAMPINES STREET 23,1.354534086,103.9533459,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,0.6,0.6
T20,BLK 231/238 TAMPINES STREET 21,1.356214509,103.9473603,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,0,N,0.6,0.6
T24,BLK 239/244 TAMPINES STREET 21,1.354435326,103.947279,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,0,N,0.6,0.6
T25,BLK 245/248 TAMPINES STREET 21,1.352670759,103.947108,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,0,0,N,0.6,0.6
T26,BLK 249/266 TAMPINES STREET 21,1.352220928,103.9490982,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,0.6,0.6
T27,BLK 251/253 TAMPINES STREET 21,1.353005364,103.9481913,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,0.6,0.6
T28,BLK 257/260 TAMPINES STREET 21,1.354229234,103.9493984,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N,0.6,0.6
T29,BLK 255/264 TAMPINES STREET 21,1.354028887,103.9509671,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,0.6,0.6
T3,BLK 109/114 TAMPINES ST 11,1.346640702,103.9474422,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N,0.6,0.6
T30,BLK 267/271 TAMPINES STREET 21,1.351063981,103.9494156,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N,0.6,0.6
T31,BLK 268-270 TAMPINES STREET 21,1.351123536,103.9479787,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N,0.6,0.6
T32,BLK 272-275 TAMPINES STREET 22,1.348943596,103.9504465,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,0.6,0.6
T33,BLK 276/282 TAMPINES STREET 22,1.347516174,103.9523236,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,0.6,0.6
T34,BLK 283/286 TAMPINES STREET 22,1.348911627,103.9526858,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,0,N,0.6,0.6
T35,BLK 287/298/299A/299B TAMPINES STREET 22,1.348883331,103.9542377,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,0,N,0.6,0.6
T37,"BLK 801, 820, 897/898 TAMPINES AVE 4/STREET 81",1.347358095,103.9368644,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,0.6,0.6
T38,"BLK 902-916, 942-946 TAMPINES STREET 91",1.35032103,103.9405362,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,0.6,0.6
T39,BLK 921-941 TAMPINES STREET 91,1.345685294,103.9404898,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N,0.6,0.6
T4,BLK 124/127 TAMPINES STREET 11,1.345420018,103.9498142,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,0.6,0.6
T41,BLK 821/829 TAMPINES STREET 81,1.348232206,103.9353117,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,0.6,0.6
T42,BLK 824/827 TAMPINES STREET 81,1.349288542,103.9327241,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,4.5,N,0.6,0.6
T43,BLK 831/841 TAMPINES STREET 83,1.351151382,103.9343341,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,0,N,0.6,0.6
T44,BLK 830/840 TAMPINES STREET 82,1.350712225,103.9353733,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,4.5,N,0.6,0.6
T45,BLK 843/855 TAMPINES STREET 83,1.353066409,103.9352058,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N,0.6,0.6
T46,BLK 842/856 TAMPINES STREET 82,1.352497622,103.9365303,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N,0.6,0.6
T47,BLK 857/864 TAMPINES STREET 83/AVE 5,1.354912465,103.9368989,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,0.6,0.6
T47A,BLK 864B TAMPINES STREET 83,1.354908408,103.9351144,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,5,1.9,N,0.6,0.6
T48,BLK 865/874A TAMPINES ST 83/84,1.353886838,103.93285,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N,0.6,0.6
T49,BLK 875/886A TAMPINES STREET 84 /AVE 8,1.35199088,103.93143,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N,0.6,0.6
T49A,BLK 882A TAMPINES STREET 83,1.351415214,103.9334184,MULTI-STOREY CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,5,1.8,N,0.6,0.6
T50,BLK 887-889 TAMPINES ST 81/AVENUE 3,1.350722444,103.9310009,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N,0.6,0.6
T51,BLK 894-896 TAMPINES STREET 81,1.348748572,103.9317016,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,0,N,0.6,0.6
T54,BLK 513 TAMPINES CENTRAL 1,1.353605537,103.9437242,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,NO,YES,0,4.5,N,0.6,0.6
T55,BLK 501/508 TAMPINES CENTRAL 1,1.356294749,103.9452519,SURFACE CAR PARK,ELECTRONIC PARKING,NO,NO,NO,0,0,N,0.6,0.6
T56,BLK 827A TAMPINES ST 81,1.350085921,103.9328764,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,NO,NO,0,0,N,0.6,0.6
T57,BLK 885A TAMPINES ST 83,1.350746741,103.9330694,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,0,0,N,0.6,0.6
T58,BLK 872A TAMPINES ST 86,1.355342322,103.9311248,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,0,N,0.6,0.6
T7,BLK 136/138 TAMPINES ST 11,1.345469697,103.9458054,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N,0.6,0.6
T7A,BLK 136A TAMPINES ST 11,1.344961935,103.9456272,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,0.6,0.6
T72,BLK 401/417 TAMPINES STREET 41,1.358094178,103.9456102,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,0.6,0.6
T73,BLK 418/424 TAMPINES STREET 41,1.35808556,103.9469222,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,0.6,0.6
T74,BLK 425/428 TAMPINES STREET 41,1.35941422,103.9482135,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,0.6,0.6
T75,BLK 429/432 TAMPINES STREET 41,1.359329003,103.9504544,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N,0.6,0.6
T76,BLK 433/443 TAMPINES STREET 43,1.36016774,103.9516421,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,3.8,N,0.6,0.6
T77,BLK 472/484 TAMPINES STREET 43/44,1.36167765,103.952775,SURFACE CAR PARK,ELECTRONIC PARKING,NO,NO,NO,0,4.5,N,0.6,0.6
T78,BLK 444/450 TAMPINES STREET 42,1.35767731,103.9512111,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N,0.6,0.6
T79,BLK 451/460 TAMPINES STREET 42,1.357412764,103.9544694,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N,0.6,0.6
T8,BLK 137/139 TAMPINES ST 11,1.346414231,103.9441901,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N,0.6,0.6
T80,BLK 461/471 TAMPINES STREET 44,1.359798752,103.954573,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,0.6,0.6
T81,BLK 485A/489C TAMPINES ST 45/AVE 9,1.360329828,103.9579675,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N,0.6,0.6
T9,BLK 140/148 TAMPINES STREET 12,1.347816332,103.9436467,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N,0.6,0.6
UAM1,BLK 2A JOO SENG RD,1.334497809,103.8792136,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,0.6,0.6
UA2,BLK 3 TO 5 UPPER ALJUNIED LANE,1.33369096,103.8792288,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,0.6,0.6
UA3,BLK 10/11/19 TO 21 JOO SENG ROAD,1.334654435,103.8806279,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,0,N,0.6,0.6
UA4,BLK 8 JOO SENG ROAD,1.335292083,103.8789232,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,NO,NO,0,0,N,0.6,0.6
UA5,BLK 12 TO 18 JOO SENG ROAD,1.336513363,103.8811821,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,5.4,N,0.6,0.6
UA6,BLK 2 UPPER ALJUNIED LANE,1.334224237,103.8791564,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,0.6,0.6
UBA4,UBI AVE 4,1.335772456,103.8961719,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,0,N,0.6,0.6
UBKM,BLK 13A UPPER BOON KENG ROAD,1.314810235,103.8708759,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,0.6,0.6
UBK2,BLK 11/15/18 UPPER BOON KENG,1.315597179,103.8713975,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,0.6,0.6
UBK4,BLK 19/20 UPPER BOON KENG,1.315287938,103.8740882,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,3.25,N,0.6,0.6
UBK5,BLK 38/39 UPPER BOON KENG,1.318535793,103.8739594,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,3.25,N,0.6,0.6
UBM1,BLK 5 UPP BOON KENG RD,1.312641664,103.8726214,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,7,2.15,N,0.6,0.6
UBM2,BLK 8 UPPER BOON KENG ROAD,1.31310842,103.870389,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,0.6,0.6
UCS,BLK 34 UPPER CROSS STREET CAR PARK,1.286661351,103.8418554,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N,1.2,0.6
U1,BLK 101/110 BUKIT BATOK WEST AVE 6,1.348389703,103.7469815,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,0.6,0.6
U10,BLK 178/184 BUKIT BATOK WEST AVENUE 8,1.345803542,103.7437242,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N,0.6,0.6
U11,BLK 166 BUKIT BATOK WEST AVENUE 8,1.347420917,103.7433032,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-7PM,NO,NO,0,0,N,0.6,0.6
U12,BLK 201/211 BUKIT BATOK STREET 21,1.346961572,103.7494703,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,3.8,N,0.6,0.6
U13,BLK 212/230 BUKIT BATOK STREET 21,1.347803447,103.7532223,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,0.6,0.6
U14,BLK 217/219 BUKIT BATOK STREET 21,1.346989666,103.7549342,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.15,N,0.6,0.6
U15,BLK 231/237 BUKIT BATOK EAST AVENUE 5,1.3488837,103.7554363,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,5.4,N,0.6,0.6
U16,BLK 238/241 BUKIT BATOK EAST AVENUE 5,1.350435637,103.7550635,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,5.4,N,0.6,0.6
U17,BLK 242/253 BUKIT BATOK EAST AVE 2/5,1.350095966,103.7568056,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,5.4,N,0.6,0.6
U18,BLK 254/265 BUKIT BATOK EAST AVE 4,1.351089412,103.7587334,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,0.6,0.6
U19,BLK 266/284 BUKIT BATOK EAST AVE 3/4,1.348502857,103.7583224,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 1PM-10.30PM,YES,0,4.5,N,0.6,0.6
U2,BLK 111/132 BUKIT BATOK WEST AVE 6,1.349872484,103.7463093,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,9.99,N,0.6,0.6
U20,BUKIT BATOK EAST AVE 2/6,1.347131956,103.7604946,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,0,N,0.6,0.6
U21,BLK 301/309 BUKIT BATOK STREET 31,1.357355414,103.7485836,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,5.4,N,0.6,0.6
U22,BLK 310/323 BUKIT BATOK STREET 32/33,1.360764333,103.7465146,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N,0.6,0.6
U23,BLK 407-426 BUKIT BATOK WEST AVE 2/4,1.363021193,103.7455653,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 1PM-10.30PM,YES,0,0,N,0.6,0.6
U24,BLK 324/336 BUKIT BATOK STREET 32/33,1.36390798,103.7476453,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 1PM-10.30PM,YES,0,4.5,N,0.6,0.6
U24T,BLK 333/334 BUKIT BATOK WEST AVE 4,1.364516332,103.7474288,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 1PM-10.30PM,YES,0,9.99,N,0.6,0.6
U25,BLK 337-353/355-356 BUKIT BATOK ST 34,1.363105248,103.75001,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N,0.6,0.6
U26,BLK 354/357-370 BUKIT BATOK ST 31,1.360516341,103.7501314,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N,0.6,0.6
U27,BLK 371-373 BUKIT BATOK ST 31,1.359593087,103.7510651,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,9.99,N,0.6,0.6
U28,BLK 374-376 BUKIT BATOK ST 31,1.35787574,103.7505612,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,9.99,N,0.6,0.6
U29,BLK 376 BUKIT BATOK MSCP,1.358592199,103.7492986,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,3,1.9,N,0.6,0.6
U3,BLK 133/139 BUKIT BATOK WEST AVENUE 6,1.351391957,103.7443516,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,0.6,0.6
U30,BLK 523-525 BUKIT BATOK STREET 52,1.356914376,103.7526952,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N,0.6,0.6
U31,BLKS 526-534 BUKIT BATOK STREET 51,1.356913403,103.7510736,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,0.6,0.6
U32,BLKS 512-514 BUKIT BATOK STREET 52,1.354100234,103.752614,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N,0.6,0.6
U33,BLKS 535-542 BUKIT BATOK STREET 51/52,1.354978239,103.751307,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,0.6,0.6
U34,BLKS 501-511 BUKIT BATOK ST 52,1.351733686,103.7537032,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,0.6,0.6
U38,BLK 185/187 BUKIT BATOK WEST AVENUE 6,1.346726093,103.7445771,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,0,N,0.6,0.6
U39,BLK 631 BUKIT BATOK CENTRAL,1.349759432,103.7509888,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,2,1.9,N,0.6,0.6
U4,BLK 140/143 BUKIT BATOK STREET 11,1.350653565,103.74322,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 1PM-10.30PM,YES,0,0,N,0.6,0.6
U40,BLK 644A BUKIT BATOK CENTRAL,1.348632401,103.7513683,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,1.9,N,0.6,0.6
U41,BLK 632/644 BUKIT BATOK CENTRAL,1.349484597,103.7520483,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4,N,0.6,0.6
U41A,BLK 630 BT BATOK CENTRAL,1.350122744,103.7496694,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,9.99,N,0.6,0.6
U43,BLK 404A BUKIT BATOK WEST AVENUE 7,1.365083114,103.7459369,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,1.9,N,0.6,0.6
U45,BLK 285A BUKIT BATOK EAST AVE 3,1.346918492,103.7578989,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-7PM,NO,NO,2,2,N,0.6,0.6
U46,BLK 297 - 299 BUKIT BATOK ST 22 BUKIT BATOK STREET 22,1.344168211,103.7476269,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,0,N,0.6,0.6
U48,BLK 350 BUKIT BATOK STREET 32,1.361434319,103.7487706,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,0,N,0.6,0.6
U49,210A BUKIT BATOK STREET 21,1.345327913,103.7508085,SURFACE CAR PARK,COUPON PARKING,7AM-7PM,NO,NO,0,0,N,0.6,0.6
U5,BLK 144/149 BUKIT BATOK WEST AVENUE 6,1.350137241,103.7446779,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 1PM-10.30PM,YES,0,0,N,0.6,0.6
U50,BLK 230A BUKIT BATOK ST 21 BUKIT BATOK ST 21,1.347341945,103.7556517,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N,0.6,0.6
U51,BLK 412A BUKIT BATOK WEST AVE 4,1.364844192,103.7464839,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,7,2.15,N,0.6,0.6
U52,BLK 194 BUKIT BATOK WEST AVE 6,1.344607696,103.745017,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,6,2.15,N,0.6,0.6
U53,BLK 296 BUKIT BATOK ST 22,1.343601205,103.7467268,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,5,2.15,N,0.6,0.6
U54,241A BUKIT BATOK EAST AVE 5,1.350778258,103.7552535,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N,0.6,0.6
U55,BLK 445 BUKIT BATOK WEST AVE 8,1.350833759,103.7382456,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,8,2.15,N,0.6,0.6
U56,BLK 443 BUKIT BATOK WEST AVE 8,1.356146205,103.7373308,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,13,2.15,N,0.6,0.6
